"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Value","Flag Codes","Flags"
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",160.2,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",144.3,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",130.8,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",128.2,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",122.5,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",126.3,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",121.5,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",121.3,"E","Estimated value"
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",117.5,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",112.8,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",107.5,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",99.3,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",95,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",88.3,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",80.2,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",73.1,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",66.5,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",64.2,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",64.2,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",61,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",58.1,,
"JPN","Japan","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",56.9,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",146.9,"E","Estimated value"
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",139.2,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",133.8,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",123.1,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",117,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",116.9,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",111.3,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",108.5,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",93.9,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",95.1,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",84.2,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",78,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",77.6,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",69.1,,
"AUS","Australia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",65.4,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",238.2,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",211.5,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",181.8,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",150.6,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",138.5,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",127.4,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",113.8,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",118.6,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",88.2,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",117.6,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",77.9,,
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",78.8,"E","Estimated value"
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",79.1,"E","Estimated value"
"LUX","Luxembourg","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",101.8,"P","Provisional value"
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",319.7,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",276.1,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",261,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",223,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",250.2,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",229.7,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",221.3,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",244,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",170.5,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",130.7,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",103.6,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",105.4,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",96.2,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",92.3,,
"SVN","Slovenia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",78.7,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",142.6,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",128.5,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",122.9,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",122.4,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",98.7,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",89.7,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",88.2,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",84.8,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",78.7,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",74.2,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",65,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",66.2,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",64.4,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",56.3,,
"NLD","Netherlands","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",61.3,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",141.3,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",129,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",124.4,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",119.7,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",104.8,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",95.2,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",89.7,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",86.2,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",87.2,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",80.2,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",69.8,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",75.7,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",66.9,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",61.3,,
"DEU","Germany","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",61.4,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",162.4,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",152.4,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",156.9,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",147.2,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",143.3,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",151.5,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",145.5,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",133.7,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",115.3,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",103.6,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",102.4,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",90.9,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",92.8,,
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",86,"E","Estimated value"
"CAN","Canada","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",,"L; E","Missing value; data exist but were not collected; Estimated value"
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",246.4,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",232.2,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",203.2,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",172.9,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",183.7,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",185.1,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",159,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",138.4,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",111.7,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",96.4,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",87.7,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",76.7,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",67.4,,
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",75.7,"P","Provisional value"
"IRL","Ireland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",78.1,"P; E","Provisional value; Estimated value"
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",122.8,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",97.5,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",107.5,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",95.1,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",85.5,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",72.6,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",76.1,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",71,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",76.3,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",62.1,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",59.5,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",46.8,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",39.3,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",49.9,,
"NOR","Norway","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",38.5,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",206.7,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",177.1,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",187,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",172.7,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",146.4,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",128.8,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",119.8,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",146.7,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",140.6,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",104.8,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",88.2,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",75.9,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",57.3,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",64.6,,
"DNK","Denmark","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",,"L","Missing value; data exist but were not collected"
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",224.6,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",211.7,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",197.2,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",197.7,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",165.3,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",128.7,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",130.7,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",116.7,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",92.9,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",81.7,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",74.2,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",61.5,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",57,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",50.9,,
"ESP","Spain","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",51.1,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",307.6,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",268.6,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",223.6,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",211.6,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",212.5,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",199.6,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",191,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",181.2,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",167.8,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",153.9,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",133.1,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",120.1,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",104.1,,
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",92.4,"P","Provisional value"
"GRC","Greece","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",83.9,"P; E","Provisional value; Estimated value"
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",182.3,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",172.8,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",163.2,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",156.5,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",148.6,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",141.8,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",127,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",116.2,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",109.4,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",105,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",101.9,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",96,,
"OECD33","OECD (33)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",94.7,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",122.8,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",110.4,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",102.3,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",107.5,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",98.9,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",78.3,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",70,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",71.7,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",66,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",64.2,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",59.2,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",56.7,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",58.7,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",45.8,,
"CHE","Switzerland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",40.9,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",185,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",131.1,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",145,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",113.9,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",110.6,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",86.8,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",130.8,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",59.5,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",45.3,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",65.4,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",30.8,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",46,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",33.8,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",55.6,,
"ISL","Iceland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",14.6,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",446.2,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",375.8,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",375.3,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",346,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",342,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",323.8,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",290.7,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",286.7,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",254.8,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",207.6,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",169.6,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",185.6,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",143.8,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",130.7,,
"POL","Poland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",121,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",393.5,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",372.4,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",368.1,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",357.2,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",370.3,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",308.9,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",243.4,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",238.7,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",236.9,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",221.4,,
"HRV","Croatia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",185.3,"E","Estimated value"
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",685.7,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",513.4,,
